시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
용인시처인노인복지관,경기도 용인시 처인구 중부대로 1199 (삼가동),경기도 용인시 처인구 삼가동 556번지,용인시처인노인복지관,031-324-9303,용인시처인노인복지관,"60세 이상 노인, 저소득층",중식(11:30~13:00),"주말, 공휴일",2005-09-05,,37.240867,127.1779688,2017-01-01,4050000,경기도 용인시
용인시기흥노인복지관,경기도 용인시 기흥구 산양로 71 (신갈동),경기도 용인시 기흥구 신갈동 720번지,용인시기흥노인복지관,031-284-8852,용인시기흥노인복지관,"60세 이상 노인, 저소득층",중식(11:30~13:00),"주말, 공휴일",2015-02-13,,37.2878707,127.1116978,2017-01-01,4050000,경기도 용인시
용인시수지노인복지관,경기도 용인시 수지구 포은대로 435 (?덕천동),경기도 용인시 수지구 풍덕천동 720번지,용인시수지노인복지관,031-270-0000,용인시수지노인복지관,"60세 이상 노인, 저소득층",중식(11:30~13:00),"주말, 공휴일",2012-05-02,,37.3222236,127.0974472,2017-01-01,4050000,경기도 용인시
나주시중부노인복지관,전라남도 나주시 금성길 74(성북동),전라남도 나주시 성북동 66,나주시중부노인복지과,061-333-8900,중부노인복지관,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,35.035473,126.717401,2019-07-01,4830000,전라남도 나주시
나주시노인복지관,전라남도 나주시 예향로 3874(영산동),전라남도 나주시 영산동 155-2,나주시노인복지관,061-334-7726,나주시노인복지관,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,34.999940,126.7139480940,2019-07-01,4830000,전라남도 나주시
영산포종합사회복지관,전라남도 나주시 가마태길 38(용산동),전라남도 나주시 용산동 64-1,영산포종합사회복지관,061-334-5111,영산포종합사회복지관,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,34.994389,126.720715,2019-07-01,4830000,전라남도 나주시
남평재가노인복지센터,전라남도 나주시 남평읍 지석로 31,전라남도 나주시 남평읍 남평리 67-4,나주시 사회복지과,061-339-2681,남평재가노인복지센터,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,35.044924,126.841014,2019-07-01,4830000,전라남도 나주시
황전여성경로당,전라남도 구례군 마산면 황전3길 12,전라남도 구례군 마산면 황전리 433-1,황전여성경로당,061-783-4181,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,화목,,2020-12-31,35.2373855812,127.4883672826,2020-06-30,4870000,전라남도 구례군
대양경로당,전라남도 구례군 산동면 대양길 74,전라남도 구례군 산동면 대평리 427-3,대양경로당,061-783-4597,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.3264511463,127.4721061192,2020-06-30,4870000,전라남도 구례군
오향경로당,전라남도 구례군 산동면 오향길 29,전라남도 구례군 산동면 신학리 736-1,오향경로당,061-782-7098,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.2918190631,127.4201612926,2020-06-30,4870000,전라남도 구례군
원좌경로당,전라남도 구례군 산동면 원좌1길 9,전라남도 구례군 산동면 좌사리 335-1,원좌경로당,061-783-0981,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.3181828908,127.4779436179,2020-06-30,4870000,전라남도 구례군
정산경로당,전라남도 구례군 산동면 정산길 76,전라남도 구례군 산동면 탑정리 216-2,정산경로당,061-783-1340,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.3116540954,127.4592295104,2020-06-30,4870000,전라남도 구례군
토치여성경로당,전라남도 구례군 산동면 토치1길 13,전라남도 구례군 산동면 신학리 268,토치여성경로당,061-782-7764,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.2977250096,127.4190000455,2020-06-30,4870000,전라남도 구례군
평촌여성경로당,전라남도 구례군 산동면 평촌길 36-1,전라남도 구례군 산동면 대평리 655,평촌여성경로당,061-783-0422,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,월수금,,2020-12-31,35.3229827407,127.4684259591,2020-06-30,4870000,전라남도 구례군
하죽여성경로당,전라남도 구례군 토지면 대내길 62-5,전라남도 구례군 토지면 오미리 160-7,하죽여성경로당,061-781-0999,시설내,60세 이상 결식우려 저소득 노인,11:30~13:00,화목토,,2020-12-31,35.2063515009,127.5193565870,2020-06-30,4870000,전라남도 구례군
당진시노인복지관,충청남도 당진시 시청1로 38,충청남도 당진시 수청동 1005,당진시복지재단,041-360-3100,복지관 내 식당,60세 이상 기초생활수급 및 차상위계층 복지관 이용자,중식(11:30~12:30),월화수목금,2020-01-01,2020-12-31,36.8916247663,126.6434562300,2020-07-01,5680000,충청남도 당진시
당진시남부노인복지관,충청남도 당진시 합덕읍 예덕로 411,충청남도 당진시 합덕읍 운산리 302,사회복지법인 솔뫼베네딕도의 집,041-363-5330,복지관 내 식당,60세 이상 기초생활수급 복지관 이용자,중식(11:40~12:40),월화수목금,2020-01-01,2020-12-31,36.8109263973,126.7655226690,2020-07-01,5680000,충청남도 당진시
송산종합사회복지관,충청남도 당진시 송산면 장갈길 15,충청남도 당진시 송산면 삼월리 121-5,사회복지법인 기독교대한감리회 사회복지재단,041-353-7300,복지관 내 식당,60세 이상 기초생활수급 및 차상위계층 복지관 이용자,중식(12:00~13:00),월화수목금,2020-01-01,2020-12-31,36.9346369221,126.6793101142,2020-07-01,5680000,충청남도 당진시
(사)사랑해밥차,대구광역시 달성군 다사읍 달구벌대로 888,,사랑해밥차,053-653-7770,대실역 네거리 만남의광장,노인 및 취약계층,중식(13:00~14:00),주1회(금),2014-05-09,,35.85662214,128.4658119,2020-07-10,3480000,대구광역시 달성군
은평종합복지관,서울특별시 은평구 은평터널로48,서울특별시 은평구 수색8-15,은평종합복지관,02-307-1184,은평종합복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.5850099,126.8993086,2019-08-16,3110000,서울특별시 은평구
녹번종합복지관,서울특별시 은평구 은평로21길14-26,서울특별시 은평구 녹번동산28-6,녹번종합복지관,02-388-6341,녹번종합복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.6026699,126.9317526,2019-08-16,3110000,서울특별시 은평구
신사종합복지관,서울특별시 은평구 은평로38,서울특별시 은평구 신사동26-18,신사종합복지관,02-376-4141,신사종합복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.5980041,126.9121455820,2019-08-16,3110000,서울특별시 은평구
대조노인복지관,서울특별시 은평구 역말로9길 27,서울특별시 은평구 대조동 208-11,대조노인복지관,02-6951-1172,대조노인복지관,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.6134521515,126.921967581,2019-08-16,3110000,서울특별시 은평구
불광노인복지관,서울특별시 은평구 연서로32길17-11,서울특별시 은평구 불광1동339-13,불광노인복지관,02-385-3222,불광노인복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.6194125422,126.9248454,2019-08-16,3110000,서울특별시 은평구
신사노인복지관,서울특별시 은평구 증산로15길47,서울특별시 은평구 신사2동163-13,신사노인복지관,02-302-0303,신사노인복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.5903503054,126.9084837,2019-08-16,3110000,서울특별시 은평구
응암노인복지관,서울특별시 은평구 응암로21가길5-1,서울특별시 은평구 응암3동126-46,응암노인복지관,02-355-2997,응암노인복지관경로식당,60세이상 저소득선정대상자,중식(11:00-13:00),월~토,,,37.5945383567,126.9167595,2019-08-16,3110000,서울특별시 은평구
압해종합복지회관,전라남도 신안군 압해읍 압해로876-20,전라남도 신안군 압해읍 학교리588-7,새마을부녀회,061-240-3472,압해종합복지회관,"독거노인, 결식노인 등",중식(12:00-13:00),목,2018-01-01,2018-12-31,34.8660363869,126.312973,2019-07-01,5010000,전라남도 신안군
지도노인복지센터,전라남도 신안군 지도읍 읍내길 16-20,전라남도 신안군 지도읍 읍내리 351,지도읍자원봉사자회,061-240-3432,지도노인복지센터,"독거노인, 결식노인 등",중식(12:00-13:00),월,2018-01-01,2018-12-31,35.0588679,126.2066565,2019-07-01,5010000,전라남도 신안군
만나의집,경상북도 포항시 북구 용당로 109번길 9,,포항시기독교교회연합회,054-249-3309,만나의집,독거노인,중식(11:30~12:30),월∼토,2018-01-01,2018-12-31,36.0370027886,129.361261,2019-06-04,5020000,경상북도 포항시
장수식당,경상북도 포항시 북구 장미길31 (학산동),,학산종합사회복지관,054-248-6165,장수식당,독거노인,중식(11:30~12:30),월~토,2018-01-01,2018-12-31,36.0517291736,129.363227697,2019-06-04,5020000,경상북도 포항시
창포사랑나눔터,경상북도 포항시 북구 새천년대로1075번길10(창포동),,창포종합사회복지관,054-246-4413,창포사랑나눔터,독거노인,중식(11:30~12:30),월~토,2018-01-01,2018-12-31,36.066912129,129.370731045,2019-06-04,5020000,경상북도 포항시
양지종합사회복지관,광주광역시 남구 제중로 24-10(양림동),광주광역시 남구 양림동 448,양지종합사회복지관,062-673-1919,양지종합사회복지관,"60세이상 기초수급자, 차상위계층 노인, 독거노인 등",중식(11:10-12:00),,,,35.1365638783,126.9154584508,2020-03-12,3610000,광주광역시 남구
남구노인복지관,광주광역시 남구 대남대로308번길 32(월산동),광주광역시 남구 월산동 614-4,남구노인복지관,062-366-0791,남구노인복지관,"60세이상 기초수급자, 차상위계층 노인, 독거노인 등",중식(11:30-12:30),,,,35.1416910228,126.8970663449,2020-03-12,3610000,광주광역시 남구
대한노인회 광주광역시연합회(광주전남노인회관),광주광역시 남구 제중로 92(서동),광주광역시 남구 서동 261-40,대한노인회 광주광역시연합회,062-652-7374,대한노인회 광주광역시연합회,"60세이상 기초수급자, 차상위계층 노인, 독거노인 등",중식(11:30-13:00),,,,35.1411573006,126.9105464888,2020-03-12,3610000,광주광역시 남구
분도와안나 개미꽃동산,광주광역시 남구 서당골3길 9(서동),"광주광역시 남구 서동 111-48, 111-50",분도와안나 개미꽃동산,062-652-5158,분도와안나 개미꽃동산,"60세이상 기초수급자, 차상위계층 노인, 독거노인 등",중식(10:50-12:00),,,,35.1454767651,126.9059678935,2020-03-12,3610000,광주광역시 남구
무주종합복지관,전라북도 무주군 무주읍 한풍루로 425,전라북도 무주군 무주읍 당산리 623,무주종합복지관,070-4288-8495,무주종합복지관내 경로식당,65세 이상 노인 중 기초생활수급자 및 차상위자,(중식)11:50 ~ 13:00,"월, 화, 수, 목, 금",2019-01-01,2019-12-31,36.0055281,127.6724017,2019-11-26,4740000,전라북도 무주군
전주종합사회복지관,전라북도 전주시 완산구 덕적골 2길 10,전라북도 전주시 완산구 평화동1가 445-1,전주종합사회복지관,063-284-2733,전주종합사회복지관 지하1층 경로식당,65세 이상 저소득 어르신,중식(11:30-12:00),월+화+수+목+금,2001-05-30,2017-12-31,35.7977300178,127.1400102256,2019-06-28,6450000,전라북도
인왕어르신복지센터,서울특별시 서대문구 통일로26길 12-5 (홍제동),서울특별시 서대문구 홍제동 23-21,인왕어르신복지센터,,인왕어르신복지센터,저소득어르신,10:30~12:00,"경로식당(월,화,수,목,금,토),밑반찬배달(화,목)",2015-01-19,,37.5827940649,126.9506700736,2019-02-06,3120000,서울특별시 서대문구
창천노인복지센터,서울특별시 서대문구 연세로2나길 61 (창천동),서울특별시 서대문구 창천동 4-61,창천노인복지센터,,창천노인복지센터,저소득어르신,10:30~12:00,"식사배달(월,화,수,목,금,토,일)",2012-04-23,,37.5580318,126.9399326,2019-02-06,3120000,서울특별시 서대문구
(사)대한노인회 부안군지회,전라북도 부안군 부안읍 서외길 17,,(사)대한노인회 부안군지회,063-583-3728,(사)대한노인회 부안군지회,65세이상 저소득층 노인,12:00~13:00,월~토,2017-01-01,2017-12-31,35.7280724,126.7299734,2019-06-28,6450000,전라북도
작은자리종합사회복지관,경기도 시흥시 시흥대로 1087,경기도 시흥시 신천동 882-2번지,작은자리종합사회복지관,031-313-6249,작은자리종합사회복지관,저소득노인/결식노인/저소득층 등,중식(11:00-13:00),월+화+수+목+금,1998-02-01,,37.4329370224,126.7927861,2019-06-04,4010000,경기도 시흥시
정왕종합사회복지관,경기도 시흥시 정왕대로 233번길 27,경기도 시흥시 정왕동 1800-8,정왕종합사회복지관,031-319-6195,정왕종합사회복지관,저소득노인,중식(11:20~12:30),월+화+수+목+금,2000-08-01,,37.3473744421,126.7407962210,2019-06-04,4010000,경기도 시흥시
대야종합사회복지관,경기도 시흥시 호현로 55,경기도 시흥시 대야동 484-5,대야종합사회복지관,031-404-8112,대야종합사회복지관,저소득노인,중식(11:30~12:30),월+화+수+목+금,2002-11-08,,37.4455791,126.785283,2019-06-04,4010000,경기도 시흥시
용원무료급식소,경상남도 창원시 진해구 용원남로17번길 17,경상남도 창원시 진해구 용원동 970,용원무료급식소,,용원무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목+금,2018-01-01,2018-12-31,35.09517697,128.818294,2020-07-14,5670000,경상남도 창원시
마산포교당 보현의집,경상남도 창원시 마산합포구 몽고정길 47(부림동),경상남도 창원시 마산합포구 부림동 83-339,통도사 마산포교당정법사,055-242-8393,정법사 맞은편 상가지하,60세이상 저소득 결식우려 노인,중식(11:20~12:30),월+화+수+목+금,2017-01-01,2017-12-31,35.20630936,128.5725012,2020-07-14,5670000,경상남도 창원시
